protocol,split_id,n_test,mae_xgb_um,mae_rf_um,delta_mae_um,mape_xgb_pct,mape_rf_pct,winner
G,31,95,10.354872797518555,9.2311319689649896,1.1237408285535651,10.614386200314348,9.8449416717859926,RF
G,32,95,11.644753507484948,9.8956262959264194,1.7491272115585286,12.170915142654064,10.174694994907814,RF
G,33,95,14.223364555383874,12.361266010052766,1.8620985453311079,15.536814468951601,13.41610889306326,RF
G,34,95,14.19474235236445,13.47589914072163,0.71884321164282028,13.54482984678444,12.901066512205173,RF
G,35,95,11.7358522696068,10.526541939545028,1.209310330061772,10.586250547906376,9.5409192672314589,RF
G,36,95,13.640408029203,12.675854244557453,0.9645537846455472,11.636238821057141,11.030992955203347,RF
G,37,95,12.171146924326834,12.227160301166956,-0.056013376840121865,10.516504413376316,10.840035280815059,XGB
G,38,95,14.161772838285886,12.965490567221554,1.1962822710643319,13.398961278782764,12.143823249147648,RF
G,39,95,13.285836154431234,12.414427752350941,0.87140840208029324,12.490032464016599,11.863168118274768,RF
G,40,95,16.635723448675659,15.048872121841715,1.5868513268339441,13.784807939206749,12.270593528720388,RF
G,41,95,14.377949573934066,13.691387439523828,0.68656213441023795,12.084861852464533,11.395916110637836,RF
G,42,95,13.168829483019882,11.280697669703503,1.8881318133163791,12.548919125029057,10.861281774005247,RF
G,43,95,13.499410170091386,12.190956912125479,1.3084532579659065,13.32713347993813,11.795192850933086,RF
G,44,95,9.465266674212895,7.9171364366271924,1.5481302375857027,9.5504806498476889,8.1644330358067236,RF
G,45,95,12.56281363907469,10.912403531371757,1.6504101077029336,12.293542449023311,10.326149029726871,RF
G,46,95,12.489895883268776,12.449835019577465,0.0400608636913109,11.981720729970338,12.124993862330911,RF
G,47,95,12.990633638659766,10.879184866133203,2.1114487725265629,11.424552619858945,9.4986307244879526,RF
G,48,95,11.259283129089757,9.6708153944195363,1.5884677346702212,11.085254271551337,9.1543545334072078,RF
G,49,95,12.615929903710347,11.008759173222572,1.6071707304877751,11.386273348025075,10.242887518159742,RF
G,50,95,12.738284707632159,11.300738170220118,1.4375465374120413,13.399684537932306,11.636549758461625,RF
G,51,95,11.043515168501481,10.746637403481635,0.29687776501984509,10.29965822284025,9.7525098187347439,RF
G,52,95,10.511229843367726,9.6153674663954209,0.89586237697230509,10.214842469974817,9.5192683604972128,RF
G,53,95,11.313418013166579,10.767248839076917,0.54616917408966259,11.36712717031552,10.627631422876222,RF
G,54,95,11.801166458748403,11.170048194494361,0.63111826425404161,11.734557111862919,10.840233767850245,RF
G,55,95,13.230678880053395,12.407774116674243,0.82290476337915131,11.892757472884039,11.188660349823726,RF
G,56,95,15.682128100745812,14.895478195610416,0.78664990513539657,13.509093705167102,12.995134801508035,RF
G,57,95,11.78952887872993,11.259252248549924,0.53027663018000659,11.583491239129996,11.042812506664875,RF
G,58,95,10.728658739746789,10.392779803817337,0.33587893592945228,10.688080689121472,10.039726269621006,RF
G,59,95,12.241494850740082,10.658611175232403,1.5828836755076789,10.886384626172925,9.0008108434245688,RF
G,60,95,11.608324820342812,11.520016744557722,0.088308075785089812,10.268748928686247,10.173066580813375,RF
G,61,95,11.932079374717908,11.867619336913314,0.06446003780459364,11.124539032306975,10.301081387233509,RF
G,62,95,16.75696522873071,14.124629261127348,2.6323359676033622,17.324310541023745,14.017832765067256,RF
G,63,95,13.624230024990247,14.221437177978393,-0.59720715298814575,12.409377955313023,12.809469182429185,XGB
G,64,95,12.898175041228011,12.064951474367485,0.83322356686052679,11.345015869748943,11.088443040589066,RF
G,65,95,10.546682812012355,10.578372827401148,-0.031690015388793569,10.804422978098447,10.617463290816758,XGB
G,66,95,8.58047159941232,7.8631339947056018,0.71733760470671815,9.2981365392241617,8.7241272474327634,RF
G,67,95,8.0751388499306973,8.7431471939799099,-0.66800834404921261,8.383675977018596,8.8509700338955479,XGB
G,68,95,10.406470961613426,9.4143153488079108,0.99215561280551512,10.863207282846387,10.144706143858228,RF
G,69,95,12.000033923081183,10.616249297185282,1.3837846258959008,12.196618840669222,11.052741026571773,RF
G,70,95,12.045139346515318,11.679838137259702,0.36530120925561604,11.132484564279697,10.790280520041858,RF
G,71,95,10.978434056654171,11.92858888587792,-0.95015482922374872,13.114234074991538,14.825714562693602,XGB
G,72,95,12.375658882529766,12.596433185218755,-0.22077430268898901,11.229941580560361,11.45539890984103,XGB
G,73,95,16.307626343957086,15.93523392126162,0.3723924226954658,15.422699876207981,14.753582839859352,RF
G,74,95,14.314067304547766,13.280596821651056,1.0334704828967105,16.117283447889658,14.983439033026087,RF
G,75,95,15.679433909123999,13.982042776456639,1.6973911326673594,16.14064601804488,13.918406801611503,RF
G,76,95,12.460557077865202,13.120460317842605,-0.65990323997740319,12.288325937679316,12.487312537527929,XGB
G,77,95,8.988772123927637,7.8330348815946929,1.1557372423329442,10.260863838427328,8.4702233624221481,RF
G,78,95,10.896429266802416,10.338394726202669,0.55803454059974733,10.137021164893593,9.3273543295621586,RF
